country,life_ladder,gdp_per_capita,social_support,life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
Kyrgyzstan,5.169886938730875,8.41300271352132,0.8691291411717733,62.33333282470703,0.7818490823109945,0.017372523729378978,0.9030402024586995
Laos,5.003089321984185,8.648047553168404,0.7321237524350485,56.868888007269966,0.8972872644662857,0.27121717606981594,0.635837584733963
Latvia,5.427161455154419,10.158720084599086,0.875229686498642,65.40714291163853,0.6432186556713921,-0.129122597564544,0.8621651998588017
Lebanon,4.981545891080584,9.718015193939209,0.7699016375201089,65.65428488595145,0.6244526782206127,0.00883757801224979,0.9097382298537663
Lesotho,4.0032002329826355,7.896735429763794,0.7951004207134247,47.08500003814697,0.705142080783844,-0.11526993289589882,0.8055899739265442
Liberia,4.047478834788005,7.2951620949639215,0.6835773388544718,53.386666191948784,0.7293171286582947,0.008056418349345526,0.8522153033150567
Libya,5.5457390149434405,9.5254594484965,0.8454379638036092,62.359999338785805,0.771611233552297,-0.059758114938934646,0.6989683657884598
Lithuania,5.825900936126709,10.275257428487143,0.9228239734967549,65.40666681925455,0.6156107286612192,-0.2426029826203982,0.918326469262441
Luxembourg,7.047231414101341,11.607031735506924,0.9205163392153654,72.2490893277255,0.9077358300035651,0.04427757639099251,0.37723778052763507
Madagascar,3.9806349060752173,7.365799340334806,0.6992494301362471,57.26000005548651,0.5159110218286515,-0.0408770285165784,0.8364034116268158
Malawi,4.054782688617706,6.883861859639485,0.5678949629267057,53.03833293914795,0.7906550168991089,0.10088666803979625,0.7762852360804876
Malaysia,5.795421004295349,10.009899457295736,0.8271752695242564,65.91666666666667,0.8213764131069183,0.11132811413456996,0.8272241950035095
Mali,4.249398671663725,7.655094990363488,0.7790131798157325,49.41999992957482,0.6743582372482007,-0.05093666696204589,0.7998780149679917
Malta,6.3942133982976275,10.500685518438166,0.9274532546599706,71.98166465759277,0.8912467807531357,0.3112457807768475,0.668536799294608
Mauritania,4.411453320429875,8.512371943547176,0.7826339877568759,55.463076664851265,0.5562349970524127,-0.044885305114663564,0.7315356914813702
Mauritius,5.863882882254464,9.937474387032646,0.863687344959804,66.0,0.8580844742911202,0.06162649978484426,0.8288926907948085
Mexico,6.697924168904622,9.834445699055989,0.8318343718846639,67.23600006103516,0.7789759596188863,-0.12455450796655246,0.7360793987909953
Moldova,5.613539505004883,9.19368413289388,0.8385128974914551,62.733333079020184,0.6482669154802958,-0.0887245220442613,0.933742372194926
Mongolia,5.058011018312895,9.197591854975773,0.9255580076804528,61.17692301823543,0.6946152609128219,0.11509948453077903,0.9028623883540814
Montenegro,5.311805615058312,9.80657643538255,0.8179878546641424,67.73076923076923,0.5795046847600204,-0.10377168741363746,0.7853098282447228
Morocco,5.019814538955688,8.850612449645997,0.6277755432658725,65.02999992370606,0.7262916743755341,-0.2165845513343811,0.8194220840930939
Mozambique,4.683460831642151,7.007236480712891,0.75309868901968,49.827500343322754,0.7353983670473099,0.034546507871709764,0.7352390438318253
Myanmar,4.408711115519206,8.393379423353407,0.7573929760191176,58.36000018649631,0.8335077241063118,0.6190154055754343,0.6398638354407417
Namibia,4.60363229115804,9.164566993713379,0.8113539020220438,55.239999771118164,0.7665697634220123,-0.15340157598257065,0.832686185836792
Nepal,4.689407842499869,7.86577160017831,0.7865974136761257,60.12857164655413,0.6757630024637494,0.1455928606625933,0.8534971645900181
Netherlands,7.466292313167027,10.88679211480277,0.9335189930030278,71.70714296613421,0.9075139888695308,0.276491723381556,0.4148878242288317
New Zealand,7.310304335185459,10.583124501364571,0.9528751202992031,72.42857142857143,0.9231261227812085,0.2564229129680565,0.2661453166178295
Nicaragua,5.626681464059012,8.540314197540283,0.85323908499309,66.02142933436802,0.8101959015641894,0.04428477532097271,0.7351045651095254
Niger,4.254193799836295,6.985253027507237,0.6906289075102124,50.51428549630301,0.745928691966193,-0.025133972787963494,0.6833054678780692
Nigeria,5.013547017024114,8.499345706059383,0.7555765647154588,47.5,0.6753968596458435,0.06498955347790168,0.8944547634858352
North Macedonia,4.914911783658541,9.577413779038649,0.7916264671545762,64.96224858210637,0.6451054444679847,-0.0034167995819678674,0.8719623684883118
Norway,7.512566184997558,11.039174365997315,0.9503639936447144,72.66999969482421,0.954372787475586,0.1360447259619832,0.3440843358635902
Pakistan,5.2424038137708395,8.330371039254326,0.5662683120795658,56.7214287349156,0.516936502286366,0.10920960470460929,0.7983659420694623
Palestinian Territories,4.618291684559414,8.40271250406901,0.7774808577128819,62.01499938964844,0.537100225687027,-0.12492266906933351,0.7949766985007695
Panama,6.6837173870631625,10.115447316850934,0.9037901418549674,68.7999997820173,0.8141534328460693,-0.034248546073545834,0.8547813168593815
Paraguay,5.559151796194223,9.283819785484901,0.9064245636646564,64.71538485013522,0.7686513203840989,0.05734547318066829,0.8311149386259226
Peru,5.594209296362741,9.291306700025286,0.8029031200068337,66.79285703386579,0.7387925897325788,-0.10337663149195057,0.8818901096071515
Philippines,5.21523265838623,8.819485727945963,0.8155901034673055,61.1,0.894593354066213,-0.01850311888071398,0.7820270697275797
Poland,5.929596832820347,10.182904720306396,0.9120955722672599,68.05714307512555,0.8226090712206704,-0.081900246333904,0.8443326013428825
Portugal,5.441337658808782,10.369503314678486,0.8780886072378892,71.53538454495944,0.8269066764758184,-0.17804930817622405,0.9211908899820768
Qatar,6.5689818382263185,11.507451057434082,0.8633251190185547,67.18799896240235,0.8980043331782023,0.12795367068611085,0.18379813432693481
Romania,5.525715497823862,10.032855107234074,0.7820075016755325,65.85692302997296,0.7315235733985901,-0.15040005991856256,0.9531864294639001
Russia,5.52070411046346,10.13276933034261,0.9008787433306377,62.13333282470703,0.669195314248403,-0.2287332038084666,0.9063390294710795
Rwanda,3.654472986857096,7.451129714647929,0.6194211741288503,57.58666674296061,0.8680119017759959,0.01257613679097796,0.18595522517959276
Saudi Arabia,6.538198788960774,10.743619855244955,0.8629816810290019,65.10133361816406,0.7212225326469967,-0.09520217596686312,0.4860665500164032
Senegal,4.441847545760019,7.969552516937256,0.7506346447127206,57.050000054495676,0.6825004475457328,-0.05874692716835333,0.8231011629104614
Serbia,5.245245823493371,9.65872727907621,0.826675295829773,67.09230687068059,0.5719050100216498,-0.08106405173356716,0.898596818630512
Sierra Leone,4.112051904201508,7.355197310447693,0.6824186543623606,45.713333447774254,0.7052626609802246,0.07332022864526759,0.8553931911786398
Singapore,6.504267179048979,11.328985434312086,0.8809021757199214,75.35846123328575,0.8432055482497582,0.06878757046965453,0.09775201013932626
Slovakia,6.0638935168584185,10.258296489715576,0.9301276455322901,67.90833346048991,0.6708554526170095,-0.07997373483764629,0.9163203289111456
Slovenia,6.053629985222449,10.449497442979078,0.9289240195200994,70.04615372877855,0.914098308636592,-0.02135331821269714,0.842137492620028
South Africa,4.873033157984415,9.43280512491862,0.8676055868466696,53.04666646321615,0.7447823802630107,-0.11527545781185229,0.8428837273802076
South Korea,5.874881331125895,10.510374832153321,0.791764763991038,72.19333343505859,0.6333328127861023,-0.05205647999952946,0.7987228433291117
Spain,6.509775034586588,10.542272122701009,0.9399445176124572,73.31466623942057,0.7791545271873475,-0.08684679267129727,0.8005873282750448
Sri Lanka,4.308296808829675,9.227381559518667,0.8288437678263738,66.4076919555664,0.8129161687997671,0.18017610706962073,0.8187735218268174
Sudan,4.37874116897583,8.199715614318848,0.8414266586303711,54.331999969482425,0.5485432922840119,-0.021281921491026878,0.7256220698356628
Suriname,6.269286632537842,9.79708480834961,0.7972620725631714,62.2400016784668,0.8854884505271912,-0.07717316597700119,0.7512828707695007
Swaziland,4.49159034093221,9.023345629374186,0.791839063167572,47.47729619344076,0.6379377841949463,-0.14529535919427872,0.7776996692021688
Sweden,7.369527149200439,10.81960875193278,0.9278418699900309,72.1106674194336,0.9295643130938213,0.1480861540351595,0.26280414313077927
Switzerland,7.54822793006897,11.095401000976562,0.9436095356941223,73.33399963378906,0.9248735308647156,0.10650469437241554,0.30592966079711914
Syria,4.016979592187064,8.594584465026855,0.6717834004334041,61.25999995640346,0.5652024490492684,0.13258937799504825,0.6961822765214103
Taiwan Province of China,6.321652962611272,10.744720554351806,0.8677293153909537,69.13999938964844,0.7172775910450861,0.0008078949642367661,0.7916599007753226
Tajikistan,4.93856512705485,7.8574800809224445,0.7656069874763489,62.833333587646486,0.7764158397912979,-0.008559787005651742,0.678794938325882
Tanzania,3.697284046808879,7.700381183624268,0.7638012051582337,54.173333231608076,0.7141765038172404,0.13246156101425488,0.7677187323570251
Thailand,6.087402089436849,9.648426055908203,0.8899670561154683,66.06000061035157,0.8772857546806335,0.3814957350492477,0.9093920667966207
Togo,3.555059803856744,7.239262951744927,0.4561041129959954,52.83777787950304,0.6233632100952996,-0.030622331373807456,0.8031490643819174
Trinidad and Tobago,6.281389045715332,10.249792671203613,0.8814275145530701,62.54000015258789,0.8319405913352966,0.08963647708296776,0.9270447134971619
Tunisia,4.755836248397827,9.243537743886312,0.6919054280627858,66.06333287556966,0.6234758595625559,-0.18990392858783403,0.8363861590623856
Turkey,5.238659000396728,10.059481366475422,0.7999770879745484,65.17599995930989,0.5457978347937266,-0.1594623959224139,0.7679240942001343
Uganda,4.303985818227132,7.57406489054362,0.8101385593414306,52.333333333333336,0.730873970190684,0.047810288126735635,0.8450681964556376
Ukraine,4.767398103078206,9.408832931518555,0.8741858720779419,62.9533332824707,0.5658331493536631,-0.1219966715046515,0.9326250036557515
United Arab Emirates,6.800515358264629,11.05961249424861,0.8624664743741354,66.64615396352914,0.9160651912291845,0.0905300747603178,0.2991170386473338
United Kingdom,6.9177249272664385,10.688448333740235,0.9453686316808064,71.50799967447917,0.8514301339785258,0.31152575250182835,0.48117448687553405
United States,7.090137418111166,10.956134351094564,0.9204817797456469,68.43999989827473,0.8433745185534159,0.1873086305069072,0.6883572816848755
Uruguay,6.261927350362142,9.838543446858724,0.9023436705271403,68.37999979654948,0.8640297492345174,-0.08650843972961107,0.5828736086686452
Uzbekistan,5.791760701399583,8.585356932419996,0.928380915751824,63.73230743408203,0.9323985847559842,0.0925926323980093,0.5145938017151572
Venezuela,6.019734541575114,9.480085611343384,0.9100892504056295,65.9586664835612,0.6663903097311655,-0.1641484605656429,0.7952063202857971
Vietnam,5.305872406278338,8.655294486454554,0.8291332675860479,66.92857142857143,0.8825478607958014,0.002600127138766066,0.7847522795200348
Yemen,3.9121240774790444,8.10269899368286,0.7398030559221903,54.8666664759318,0.6224041680494944,-0.1263014128431678,0.8248315585984124
Zambia,4.551818251609802,8.066937174115862,0.7377390946660723,51.70714269365583,0.7567132796560015,0.013394619171906794,0.8288101511342185
Zimbabwe,3.88268936475118,7.850428676605224,0.7994740684827168,50.233333333333334,0.5878489752610524,-0.0828932348638773,0.8441582838694255
